,PermitNum,PermitClass,AppliedDate,CompletedDate,Description
26,6700103-CN,Multifamily,2018-11-28,2020-11-23,"Construct new North duplex structure, per plan. (Establish use as townhouse and construct 2 duplex structures, per plan. Review & process for 2 records under permit #6693840-CN)"
27,6693840-CN,Multifamily,2018-11-28,2020-11-23,"Construct new South duplex structure, per plan. (Establish use as townhouse and construct 2 duplex structures, per plan.  Review & process for 2 records under permit #6693840-CN)"
28,6685232-CN,Multifamily,2018-11-20,2020-11-23,"Construct new south duplex, per plan. [Establish use as townhouses and Construct (2) new duplexes, per plan. Review and processing for (2) construction records under 6685232-CN.]"
29,6699789-CN,Multifamily,2018-11-20,2020-11-23,"Construct new north duplex, per plan. [Establish use as townhouses and Construct (2) new duplexes, per plan. Review and processing for (2) construction records under 6685232-CN.]"
30,6694572-CN,Multifamily,2018-11-16,2020-08-24,"Construct new West townhouse structure Bldg A, per plan. (Establish use as rowhouse and construct 1 new townhouse structure and 1 duplex structure, per plan.  Review & process for 2 records under permit #6694572-CN)"
31,6699372-CN,Multifamily,2018-11-16,2020-08-24,"Construct new East duplex structure Bldg B, per plan. (Establish use as rowhouse and construct 1 new townhouse structure and 1 duplex structure, per plan.  Review & process for 2 records under permit #6694572-CN)"
32,6683869-CN,Single Family/Duplex,2018-11-01,2020-08-24,"Construct East duplex, per plan.  (Establish use as townhouse and construct 2 duplexes.  Review & process for 2 records under 6683869-CN)."
33,6684251-CN,Single Family/Duplex,2018-11-01,2021-01-15,"Construct duplex rowhouse, building per plans."
34,6680699-CN,Single Family/Duplex,2018-11-01,2021-01-06,"Establish use as rowhouses and construct duplex, per plans."
35,6696499-CN,Multifamily,2018-10-30,2020-08-20,"Construct middle duplex, per plan. (Establish use as townhouse and construct 3 duplexes, per plan. Review & process for 3 records under #6677606-CN)."
36,6696501-CN,Multifamily,2018-10-30,2020-08-20,"Construct east duplex, per plan. (Establish use as townhouse and construct 3 duplexes, per plan. Review & process for 3 records under #6677606-CN)."
37,6677606-CN,Multifamily,2018-10-30,2020-08-13,"Construct west duplex, per plan. (Establish use as townhouse and construct 3 duplexes, per plan. Review & process for 3 records under #6677606-CN)."
38,6675504-CN,Single Family/Duplex,2018-10-26,2021-01-06,"Establish use as townhouse and construct duplex, per plan."
39,6693671-CN,Multifamily,2018-10-13,2020-05-20,"Construct East three unit townhouses, per plan. (Construct West duplex and East three unit townhouses.  Review and process for two records under #6685230)."
40,6685230-CN,Multifamily,2018-10-13,2020-06-04,"Construct West duplex townhouse, per plan. (Construct West duplex and East three unit townhouses.  Review and process for two records under #6685230)."
41,6678015-CN,Single Family/Duplex,2018-08-29,2019-07-03,"Establish use as townhouses and construct duplex, per plan."
42,6672548-CN,Multifamily,2018-08-27,2020-11-02,"Establish use as rowhouse and construct new duplex, per plan."
43,6668511-CN,Single Family/Duplex,2018-08-23,2020-08-28,"Construct duplex, per plans.  (Establish use as single family residence and townhouses and construct single family residence and duplex.  Reviews and processing for 2 construction records under 6622917-CN)"
44,6669928-CN,Multifamily,2018-08-20,2020-05-26,"Construct East Duplex, per plan. (Establish use as rowhouse and townhouse and construct a duplex and a multifamily structure both with attached garages. Review and process for 2 records under #6669928-CN.)"
45,6668292-CN,Multifamily,2018-08-03,2020-05-27,"Construct new North duplex, per plan. [Establish use as rowhouse and townhouse and construct new 3-unit townhouse and new duplex, per plan. Review and process for 2 Record IDs under #6668292.]"
46,6681596-CN,Multifamily,2018-08-03,2020-04-07,"Construct new South 3-unit townhouse, per plan. [Establish use as rowhouse and townhouse and construct new 3-unit townhouse and new duplex, per plan. Review and process for 2 Record IDs under #6668292.]"
47,6680024-CN,Multifamily,2018-08-01,2020-11-16,"Construct NORTH Townhouse, per plan (Establish use as townhouses and construct north townhouse, east duplex and west duplex townhouses / review and process for 3 records under 6680024-CN)."
48,6681185-CN,Multifamily,2018-08-01,2020-11-16,"Construct WEST Townhouse, per plan (Establish use as townhouses and construct north townhouse, east duplex and west duplex townhouses / review and process for 3 records under 6680024-CN)."
49,6681184-CN,Multifamily,2018-08-01,2020-11-16,"Construct EAST Townhouse, per plan (Establish use as townhouses and construct north townhouse, east duplex and west duplex townhouses / review and process for 3 records under 6680024-CN)."
50,6674524-CN,Single Family/Duplex,2018-07-12,2020-06-26,"Establish use as rowhouses and construct a duplex, per plan"
51,6674523-CN,Single Family/Duplex,2018-07-10,2020-06-26,"Establish use as 2 unit townhouse and construct duplex, per plan."
52,6673650-CN,Multifamily,2018-06-15,2020-07-24,Construct one duplex (north). (Establish use for townhouses and construct two 3-unit townhouse and one duplex). Reviews and processing for 3 construction records under 6673650-CN)
53,6673657-CN,Multifamily,2018-06-15,2020-07-24,"Construct southwest 3-unit townhouse, per plans. (Establish use for townhouses and construct two 3-unit townhouse and one duplex. Reviews and processing for 3 construction records under 6673650-CN)"
54,6633183-CN,Multifamily,2018-06-15,2020-07-24,"Construct southeast 3-unit townhouse, per plans.  (Establish use for townhouses and construct two 3-unit townhouse and one duplex.  Reviews and processing for 3 construction records under 6673650-CN)"
55,6600661-CN,Single Family/Duplex,2018-06-14,2020-07-29,"Construct new West duplex building, per plan. (Establish use as townhouse and single family and construct (1) duplex and (2) single family residences / review and process for 3 records under 6600661-CN)"
56,6673418-CN,Single Family/Duplex,2018-06-14,2020-07-29,"Construct new SE single family residence, per plan.. (Establish use as townhouse and single family construct (1) duplex and (2) single family residences / review and process for 3 records under 6600661-CN)"
57,6644127-CN,Single Family/Duplex,2018-06-13,2020-08-13,"Establish use as townhouse and construct new duplex, per plan."
58,6672334-CN,Multifamily,2018-06-08,2020-12-03,"Establish use as row house and construct new duplex, per plan"". South building. All reviews done under 6614215-CN"
59,6647627-CN,Single Family/Duplex,2018-05-23,2020-03-12,"Establish use as townhouses and construct a duplex building, per plan."
60,6637935-CN,Single Family/Duplex,2018-05-17,2020-08-28,"Establish use as townhouse and construct new duplex, per plan."
61,6649357-CN,Single Family/Duplex,2018-05-04,2020-05-28,"Establish use as townhouses and Construct duplex, per plan."
62,6658003-CN,Multifamily,2018-04-25,2021-02-12,"Construct West townhouse building, per plan.  (Establish use as live-work and townhouse and construct (1) duplex and (1) three-unit live / work structure, per plan. Review and process for 2 AP's under 6631309)"
63,6634689-CN,Single Family/Duplex,2018-04-25,2019-08-13,"Construct West single family residence, per plan. (Establish use as duplex and single family and construct a single family residence and a duplex, per plan. Review and process for 2 A/P's under 6634689)."
64,6658162-CN,Single Family/Duplex,2018-04-25,2019-08-13,"Construct East duplex, per plan. (Establish use as duplex and single family and construct a single family residence and a duplex, per plan. Review and process for 2 A/P's under 6634689)."
65,6621143-CN,Multifamily,2018-02-02,2020-02-11,"Construct North townhouse structure, per plan. (Establish use as townhouse and construct 1 new duplex with surface parking, per plan. Review and process for 2 AP's under 6621143)"
66,6643011-CN,Multifamily,2018-02-02,2020-02-11,"Construct South Duplex, per plan. (Establish use as townhouse and construct 1 new duplex with surface parking, per plan. Review and process for 2 AP's under 6621143)"
67,6593382-CN,Multifamily,2018-01-17,2019-12-05,"Construct West duplex,(bldg 1) per plan. (Establish use as and construct 3 new duplex with surface parking per plan. Review & process for 3 ap's under 6593382.)"
68,6636472-CN,Multifamily,2018-01-17,2019-11-15,"Construct East duplex,(bldg 3) per plan. (Establish use as and construct 3 new duplex with surface parking per plan. Review & process for 3 ap's under 6593382.)"
69,6636471-CN,Multifamily,2018-01-17,2019-11-15,"Construct Middle duplex,(bldg 2) per plan. (Establish use as and construct 3 new duplex with surface parking per plan. Review & process for 3 ap's under 6593382.)"
70,6638047-CN,Single Family/Duplex,2018-01-17,2020-08-04,"Establish use as and construct two unit duplex townhouse with surface parking, per plan"
71,6633312-CN,Single Family/Duplex,2017-12-06,2019-12-02,"Construct East single-family residence, per plan (Establish use as townhouse and single-family residence and construct (1) duplex and (1) single family residence, review and process for 2 AP's under 6628209)"
72,6628209-CN,Single Family/Duplex,2017-12-06,2019-12-02,"Construct West duplex, per plan (Establish use as townhouse and single-family residence and construct (1) duplex and (1) single family residence, review and process for 2 AP's under 6628209)"
73,6607735-CN,Single Family/Duplex,2017-11-28,2020-11-05,"Establish use as townhouse and construct new duplex on west portion of property, per plan."
74,6622979-CN,Single Family/Duplex,2017-11-25,2020-09-17,"Construct single family residence with surface parking, per plan. (Establish use as single family residence and duplex and construct 1 single family dwelling and 1 duplex. Review & process for 2 AP's under AP# 6622979.)"
75,6631823-CN,Single Family/Duplex,2017-11-22,2020-07-15,"Construct duplex with surface parking, per plan.  Remove detached garage. (Establish use as single family residence and duplex and construct 1 single family dwelling and 1 duplex. Review & process for 2 AP's under AP# 6622979.)"
76,6608078-CN,Multifamily,2017-11-17,2019-04-23,"Establish use as and construct a duplex with surface parking, per plans."
77,6625719-CN,Single Family/Duplex,2017-10-26,2019-11-27,"Construct east single family residence, per plan. (Construct live-work building, two single family residences, and duplex townhouse, per plan. Four A/P's under 6600642)."
78,6625718-CN,Single Family/Duplex,2017-10-26,2019-11-27,"Construct west single family residence, per plan. (Construct live-work building, two single family residences, and duplex townhouse, per plan. Four A/P's under 6600642)."
79,6625720-CN,Single Family/Duplex,2017-10-26,2019-11-27,"Construct duplex townhouse, per plan. (Construct live-work building, two single family residences, and duplex townhouse, per plan. Four A/P's under 6600642)."
80,6612361-CN,Single Family/Duplex,2017-10-19,2019-12-03,"Establish use as and construct two unit duplex townhouse with attached garage, per plan"
81,6612370-CN,Single Family/Duplex,2017-10-18,2019-11-20,"Establish use as and construct two unit duplex townhouse with attached garage, per plan"
82,6612364-CN,Single Family/Duplex,2017-10-18,2019-12-12,Establish use and construct duplex dwelling with attached parking per plan.
83,6576437-CN,Single Family/Duplex,2017-10-18,2019-11-20,"Establish use as and construct two unit duplex townhouse with attached garage, per plan"
84,6601723-CN,Single Family/Duplex,2017-10-10,2019-06-20,"Construct SE duplex (CD) per plans. (Establish use as and construct 3 single-family residences and one townhouse 2 family-dwelling, per plans. Reviews and processing for 4 A/P's under 6601723)"
85,6601092-CN,Single Family/Duplex,2017-09-19,2019-03-28,"Establish use as and construct a duplex with attached garage, per plan."
86,6554368-CN,Single Family/Duplex,2017-09-10,2020-10-21,"Construct North duplex, per plan. (Establish use as townhouse and construct two new duplexes with surface parking, per plan. Review & process for 2 AP's under permit #6554368)."
87,6617391-CN,Single Family/Duplex,2017-09-06,2019-12-05,"Establish use as townhouse and construct new North duplex with attached garage, per plan.  (Establish use as townhouse and construct three duplexs with attached garages, review and process for 3 A/P's under 6597550)."
88,6617390-CN,Single Family/Duplex,2017-09-06,2019-12-05,"Establish use as townhouse and construct new Middle duplex with attached garage, per plan.  (Establish use as townhouse and construct three duplexs with attached garages, review and process for 3 A/P's under 6597550)."
89,6592268-CN,Single Family/Duplex,2017-06-27,2018-06-25,"Construct SFR A, per plans. (Establish use as single-family residences and duplex and construct SFR's and a two-family residence, per plans. Reviews and processing for 3 A/P's under 6592268)"
90,6585079-CN,Multifamily,2017-05-24,2019-04-24,"Establish use and construct duplex with surface parking and attached garage, per plan."
91,6581499-CN,Single Family/Duplex,2017-05-19,2019-07-12,"Establish use as townhouse and construct duplex, per plan"
92,6597172-CN,Multifamily,2017-05-19,2019-02-28,"Construct duplex per plans (Establish use as and construct a single-family and a two-family dwelling, per plans. Reviews and processing for 2 A/P's under 6578805)"
93,6578785-CN,Single Family/Duplex,2017-05-10,2019-06-12,"Construct a duplex with surface parking, per plan."
94,6591948-CN,Multifamily,2017-04-18,2018-10-05,"Construct duplex building, per plans. (Establish use as townhouses and construct a townhouse building and a two-family dwelling, per plans. Reviews and processing for 2 A/P's under 6522543)"
95,6570113-CN,Multifamily,2017-04-05,2019-03-14,"Construct townhouse to the East, per plan. (Establish use as and construct one townhouse and one duplex with surface parking, per plan. Review and process for two A/P's under permit 6570113)."
96,6574839-CN,Single Family/Duplex,2017-04-05,2018-08-14,Establish use and construct duplex dwelling with attached garages per plan.
97,6589980-CN,Multifamily,2017-04-05,2019-03-08,"Construct duplex to the West, per plan. (Establish use as and construct one townhouse and one duplex with surface parking, per plan. Review and process for two A/P's under permit 6570113)."
98,6578891-CN,Single Family/Duplex,2017-04-04,2019-01-25,"Establish use as townhouse and construct a duplex, per plan."
99,6574285-CN,Single Family/Duplex,2017-03-31,2018-11-02,"Construct west duplex, per plan. (Establish use as townhouse and construct 2 duplexes with 1 attached garage. Review and process for 2 AP's under 6574285.)"
100,6547085-CN,Multifamily,2017-03-24,2018-08-14,"Construct west duplex structure this permit.  [Construct (2) duplex townhomes with surface parking, per plan. Process and routing for (2) A/P's with 6547085]"
101,6563207-CN,Single Family/Duplex,2017-03-17,2019-05-14,"Construct duplex, per plans (Establish use as single-family and townhouse and construct a SFR and two-family dwelling, per plans. Reviews and processing for 2 A/P's under 6563207)"
102,6584122-CN,Single Family/Duplex,2017-03-06,2019-03-06,"Construct south duplex, per plans.  (Establish use as townhomes and construct 2 duplex structures.  Reviews and processing for 2 A/Ps under 6543356)"
103,6583693-CN,Single Family/Duplex,2017-03-01,2018-06-27,"Construct Southwest single family residence, per plan (Establish use as single family and townhouse and construct (2) single family residences and (1) duplex with attached garages / review and process for 3 AP's under 6506238)"
104,6583694-CN,Single Family/Duplex,2017-03-01,2018-06-21,"Construct East duplex, per plan (Establish use as single family and townhouse and construct (2) single family residences and (1) duplex with attached garages / review and process for 4 AP's under 6506238)"
105,6506238-CN,Single Family/Duplex,2017-03-01,2018-06-21,"Construct Northwest single family residence, per plan (Establish use as single family and townhouse and construct (2) single family residences and (1) duplex with attached garages / review and process for 3 AP's under 6506238)"
106,6575123-CN,Single Family/Duplex,2017-02-14,2018-11-19,"Construct duplex, per plan (establish use and construct a two-family and a single family residence, per plans. Reviews and processing for 2 A/P's under 6575123)."
107,6559093-CN,Single Family/Duplex,2017-02-13,2020-01-14,"Establish use as townhouse and construct new duplex with surface parking, per plan."
108,6580029-CN,Single Family/Duplex,2017-02-07,2018-11-19,"Construct south single family residence, per plan (Establish use as townhouse and single family and construct (1) duplex and (2) single family residences / review and process for 3 AP's under 6575145)"
109,6580030-CN,Single Family/Duplex,2017-02-07,2018-11-28,"Construct north single family residence, per plan (Establish use as townhouse and single family and construct (1) duplex and (2) single family residences / review and process for 3 AP's under 6575145)"
110,6575145-CN,Single Family/Duplex,2017-02-07,2018-11-19,"Construct south duplex, per plan (Establish use as townhouse and single family and construct (1) duplex and (2) single family residences / review and process for 3 AP's under 6575145)"
111,6545519-CN,Single Family/Duplex,2017-01-31,2018-09-11,"Construct SOUTH LIVE/WORK DUPLEX, per plan. (Establish use as live work, townhouse, and single family residence and construct (2) duplexes and a single-family residence with attached parking. Review and process for 3 AP's under 6545519)."
112,6578960-CN,Single Family/Duplex,2017-01-31,2018-08-28,"Construct MIDDLE DUPLEX, per plan. (Establish use as live work, townhouse, and single family residence and construct (2) duplexes and a single-family residence with attached parking. Review and process for 3 AP's under 6545519)."
113,6578961-CN,Single Family/Duplex,2017-01-31,2018-08-29,"Construct NORTH SINGLE FAMILY RESIDENCE with attached parking, per plan. (Establish use as live work, townhouse, and single family residence and construct (2) duplexes and a single-family residence with attached parking. Review and process for 3 AP's under 6545519)."
114,6567704-CN,Multifamily,2017-01-20,2018-11-07,"Construct East live/work structure, per plan.  (Establish use as live/work and townhouse and construct 1 live work structure and 1 duplex with attached parking, per plan.  Review & process for 2 AP?s under #6567704.)"
115,6554847-CN,Single Family/Duplex,2017-01-20,2018-11-09,"Construct north duplex. (Establish use as rowhouses and construct 2 two-family dwellings, per plans. Reviews and processing for 2 A/Ps under 6554847)"
116,6577224-CN,Single Family/Duplex,2017-01-20,2018-11-02,"Construct West duplex structure, per plan.  (Establish use as live/work and townhouse and construct 1 live work structure and 1 duplex with attached parking, per plan.  Review & process for 2 APs under #6567704.)"
117,6576948-CN,Single Family/Duplex,2017-01-20,2018-11-09,"Construct south duplex. (Establish use as rowhouses and construct 2 two-family dwellings, per plans. Reviews and processing for 2 A/Ps under 6554847)"
118,6565683-CN,Single Family/Duplex,2017-01-06,2019-06-19,"Establish use as rowhouse and construct a duplex with surface parking, per plan."
119,6562410-CN,Multifamily,2017-01-04,2019-04-22,"Establish use as rowhouse and construct 3-unit townhouse north side, per plan.(Establish use as 3-unit townhouse and duplex structures. Review & processing  for 2 AP's under 6562410)"
120,6556313-CN,Single Family/Duplex,2016-12-01,2019-01-10,"Establish use as townhouse and construct duplex with surface parking, per plan."
121,6563669-CN,Single Family/Duplex,2016-11-28,2018-11-05,"Establish use as townhouse and construct a duplex with attached parking, per plan."
122,6533946-CN,Single Family/Duplex,2016-11-14,2018-02-26,"Construct West duplex, per plan.  (Establish use as townhouse and single family residence and construct (1) duplex and (1) single family residence with garage, review and process for 2 AP's under 6533946)"
123,6566544-CN,Single Family/Duplex,2016-11-14,2018-02-26,"Construct East single family residence with garage, per plan (Establish use as townhouse and single family residence and construct (1) duplex and (1) single family residence with garage, review and process for 2 AP's under 6533946)"
124,6566253-CN,Multifamily,2016-11-09,2018-07-05,"Construct new duplex to the East, occupy per plan. Establish use as live/work units and townhouse and construct 1 new mixed use building and 1 new duplex with surface parking occupy per plan."
125,6545122-CN,Multifamily,2016-11-09,2018-07-05,"Construct new mixed used building to the West, occupy per plan. (Establish use as live/work units and townhouse and construct 1 new mixed use building and 1 new duplex with surface parking occupy per plan)."
126,6565579-CN,Single Family/Duplex,2016-11-07,2018-10-18,"Construct North single family residence (Unit 2), per plan (Establish use as single family residence and townhouse and construct (5) new single family residences and (1) new duplex with attached garage / review and process for 6 AP's under 6542298)"
127,6565580-CN,Single Family/Duplex,2016-11-07,2019-01-16,"Construct North East single family residence (Unit 3), per plan (Establish use as single family residence and townhouse and construct (5) new single family residences and (1) new duplex with attached garage / review and process for 6 AP's under 6542298)"
128,6563477-CN,Single Family/Duplex,2016-11-04,2019-01-15,"Construct east duplex, per plan. (Establish use as townhouse and single family residence and construct a two-family dwelling and a single family residence, per plans. Review and processing for 2 A/P's under 6563477)"
129,6564443-CN,Single Family/Duplex,2016-11-03,2019-01-08,"Construct a single family residence, per plan (Establish use as townhouse and single family residence and construct a duplex with surface parking and a single family residence with attached parking, review and process for 2 AP's under 6563479)"
130,6520730-CN,Single Family/Duplex,2016-10-14,2018-10-05,"Establish use as rowhouse and construct duplex with attached garage, per plan."
131,6558911-CN,Multifamily,2016-10-03,2018-04-19,"Construct 2 unit duplex, per plan (Construct one 3-unit townhouse and one 2-unit duplex per plan - Review and processing for 2AP's under 6558573)."
132,6558573-CN,Multifamily,2016-10-03,2018-04-18,"Construct 3 unit townhouse, per plan (Construct one 3-unit townhouse and one 2-unit duplex per plan - Review and processing for 2 AP's under 6558573)."
133,6520445-CN,Single Family/Duplex,2016-09-29,2017-12-19,"Construct duplex, per plans. (Establish use as townhouses and construct one duplex and one 3-unit townhouse. Reviews and processing for 2 A/P's under 6520445)"
134,6542988-CN,Single Family/Duplex,2016-09-29,2019-04-16,"Construct East duplex with surface parking, per plan (Construct two duplex townhouses with surface parking, per plan - 2AP's under #6542988)"
135,6558248-CN,Single Family/Duplex,2016-09-27,2019-04-15,"Construct West duplex withsurface parking, per plan (Construct two duplex townhouses with surface parking, per plan - 2AP's under #6542988)"
136,6537624-CN,Single Family/Duplex,2016-08-22,2018-03-21,"Establish use as a townhouse and construct duplex dwelling, per plan."
137,6524050-CN,Single Family/Duplex,2016-07-27,2017-12-11,"Construct northeast duplex dwelling structure this permit. [Construct (2) 2-unit duplex dwellings with surface parking, per plan. Process and routing for (2) A/P's with 6524050.]"
138,6548260-CN,Single Family/Duplex,2016-07-27,2017-12-11,"Construct southeast duplex dwelling structure this permit. [Construct (2) 2-unit duplex dwellings with surface parking, per plan. Process and routing for (2) A/P's with 6524050.]"
139,6529853-CN,Single Family/Duplex,2016-07-18,2017-08-01,"Construct West Duplex, per plan (Establish use as townhouse and single family and Construct (1) duplex and (1) single family residence / review and process for 2 APs under 6529853)."
140,6546289-CN,Single Family/Duplex,2016-07-18,2017-08-01,"Construct East Single family residence with attached garage, per plan (Establish use as townhouse and single family and Construct (1) duplex and (1) single family residence / review and process for 2 APs under 6529853)."
141,6545642-CN,Single Family/Duplex,2016-07-13,2017-11-22,"Construct South Duplex, per plan. (Establish use as rowhouse and construct two duplexex with attached and detached parking, per plan. Reviews and processing for 2 AP's under 6509700)"
142,6509700-CN,Single Family/Duplex,2016-07-13,2017-11-27,"Construct North Duplex, per plan. (Establish use as rowhouse and construct two duplexex with attached and detached parking, per plan. Reviews and processing for 2 AP's under 6509700)"
143,6501762-CN,Multifamily,2016-07-08,2018-01-12,"Construct East Duplex, per plan (Establish use as townhouse and construct (1) Duplex and (1) Townhouse structure with surface parking, review and process for 2 AP""s under 6501762)"
144,6529871-CN,Single Family/Duplex,2016-06-23,2017-10-18,"Establish use as and construct duplex townhouse, per plan."
145,6530658-CN,Single Family/Duplex,2016-06-17,2018-10-05,"Establish use as townhouse and construct duplex with attached garages, per plan."
146,6531152-CN,Single Family/Duplex,2016-06-15,2017-12-01,"Establish use as townhouse and construct new duplex, per plan."
147,6533576-CN,Single Family/Duplex,2016-06-13,2017-10-30,"Establish use as rowhouse and construct a duplex with surface parking, per plan. Two off-site parking stalls provided by covenant on 4126 36th Ave SW (#6530521)"
148,6536242-CN,Multifamily,2016-05-31,2017-08-30,"Construct East Duplex townhome (building 2) this permit. (Establish use as townhouses and construct two (2) duplext towhouse structures with attached garages, per plan. Process and routing for 2 A/P's under 6471414)"
149,6536252-CN,Multifamily,2016-05-31,2017-07-03,"Construct West Duplex townhome (building 2) this permit. (Establish use as townhouses and construct two (2) duplex townhouse structure with attached garages, per plan. Process and routing for 2 A/P's under 6471417)"
150,6521108-CN,Single Family/Duplex,2016-05-24,2018-01-31,"Establish use as townhouse and construct duplex with detached accessory garage, per plans."
151,6533637-CN,Multifamily,2016-05-11,2017-07-03,"Construct West Duplex townhome (building 2) this permit. (Establish use as townhouses and construct two (2) duplex townhouse structures with attached garages, per plan. Process and routing for 2 A/P's under 6485691)"
152,6520976-CN,Single Family/Duplex,2016-05-06,2017-06-19,"Construct two-unit dwelling (south building) this permit.  [Establish use and construct a 2-unit townhome style duplex dwelling and a single family dwelling with surface parking, per plan.]  Process and routing for (2) A/P's with 6520976."
153,6533412-CN,Single Family/Duplex,2016-05-06,2017-06-15,"Construct single family dwelling (north building) this permit.  [Establish use and construct a 2-unit townhome style duplex dwelling and a single family dwelling with surface parking, per plan.]  Process and routing for (2) A/P's with 6520976."
154,6493468-CN,Single Family/Duplex,2016-05-04,2017-09-12,"Construct East Townhouse, per plan (Establish use as townhouse and construct (1) new townhouse and (1) new duplex structures / review and process as 2 AP's under 6493468."
155,6533102-CN,Single Family/Duplex,2016-05-04,2017-09-06,"Construct West duplex, per plan (Establish use as townhouse and construct (1) new townhouse and (1) new duplex structures / review and process as 2 AP's under 6493468."
156,6531170-CN,Single Family/Duplex,2016-04-26,2018-02-06,"Construct Duplex, per plan. (Establish use as single family dwelling and townhouse and construct a single family residence and 2 family dwelling per plans. Reviews and processing for 2 AP/s under 6517594)"
157,6503698-CN,Single Family/Duplex,2016-04-20,2017-10-03,"Construct Northwest single family residence, per plan ( Establish use as single family residence and townhouse and construct (2) single family residences and (1) Duplex, review and process for 3 APs under 6503698)."
158,6530269-CN,Single Family/Duplex,2016-04-20,2017-10-03,"Construct East Duplex, per plan  (Establish use as single family residence and townhouse and construct (2) single family residences and (1) Duplex, review and process for 3 APs under 6503698)."
159,6530268-CN,Single Family/Duplex,2016-04-20,2017-10-03,"Construct Southwest single family residence, per plan ( Establish use as single family residence and townhouse and construct (2) single family residences and (1) Duplex, review and process for 3 APs under 6503698)"
160,6503988-CN,Single Family/Duplex,2016-04-08,2018-01-02,"Establish use and construct new duplex with surface parking, per plan."
161,6524155-CN,Multifamily,2016-04-08,2017-07-27,"Construct three unit townhouse with attached garage, per plan (Construct a duplex and three unit townhouse with attached garages, per plan - 2APs under 6524155)"
162,6502116-CN,Single Family/Duplex,2016-03-22,2017-10-10,"Establish use as row house and construct new duplex with attached garages, per plan."
163,6520457-CN,Single Family/Duplex,2016-03-14,2017-12-11,"Construct North Duplex, per plan (Establish use as townhouse and single family residence and construct 1 duplex and 1 single family residence with parking / review and process as 2 AP's under # 6520457)."
164,6523611-CN,Single Family/Duplex,2016-03-14,2017-12-11,"Construct South single family residence, per plan (Establish use as townhouse and single family residence and construct 1 duplex and 1 single family residence with parking / review and process as 2 AP's under #6520457)."
165,6523037-CN,Single Family/Duplex,2016-03-09,2018-01-11,"Establish use as and construct northeast single family residence with surface parking, per plan (Establish use as and construct three single family residences and one two unit townhouse (duplex), per plan - Review and Processing for 4APs under 6494545)"
166,6523038-CN,Single Family/Duplex,2016-03-09,2018-01-11,"Establish use as and construct south single family residence with surface parking, per plan (Establish use as and construct three single family residences and one two unit townhouse (duplex), per plan - Review and Processing for 4APs under 6494545)"
167,6523039-CN,Single Family/Duplex,2016-03-09,2018-01-11,"Establish use as and construct townhouse (duplex) with surface parking, per plan (Establish use as and construct three single family residences and one two unit townhouse (duplex), per plan - Review and Processing for 4APs under 6494545)"
168,6494545-CN,Single Family/Duplex,2016-03-09,2018-01-16,"Establish use as and construct northwest single family residence with surface parking, per plan (Establish use as and construct three single family residences and one two unit townhouse (duplex), per plan - Review and Processing for 4APs under 6494545)"
169,6471339-CN,Single Family/Duplex,2016-02-23,2017-08-29,Establish use as rowhouse and construct duplex per plan.
170,6511300-CN,Single Family/Duplex,2016-02-22,2017-08-28,"Establish use as townhouse and construct duplex with surface parking, per plan."
171,6465117-CN,Single Family/Duplex,2016-02-22,2017-12-20,"Construct west building, per plans (Establish use as duplexes and construct (2) two family dwellings, per plans. Reviews and processing for 2 A/P's under 6465117)"
172,6481801-CN,Single Family/Duplex,2016-02-17,2018-02-20,"Establish use as townhouses and construct duplex with surface parking, per plan."
173,6517527-CN,Single Family/Duplex,2016-02-05,2017-10-25,"Construct new east duplex (units 2A & 2B), per plan.  (Establish use as rowhouses and construct 2 new duplexes with attached garages and surface parking, per plan. Review & processing for 2 AP?s under #6505882)."
174,6505882-CN,Single Family/Duplex,2016-02-05,2017-08-25,"Construct new west duplex (units 1A & 1B), per plan.  (Establish use as rowhouses and construct 2 new duplexes with attached garages and surface parking, per plan. Review & processing for 2 AP?s under #6505882)."
175,6514895-CN,Single Family/Duplex,2016-01-22,2017-05-18,"Construct duplex, per plans.  (Construct single family residence and duplex.  Reviews and processing for 2 A/Ps under 6490790)"
176,6508604-CN,Single Family/Duplex,2016-01-11,2018-02-20,"Establish use as rowhouse and construct new duplex, per plan."
177,6512659-CN,Single Family/Duplex,2016-01-07,2018-06-18,"Construct new duplex at SE corner, per plans (Establish use as townhouses and construct (4) two family dwellings per plans. Review and processing for 4 A/P?s under 6484451)"
178,6512657-CN,Single Family/Duplex,2016-01-07,2018-06-18,"Construct new duplex structure at SW corner, per plans (Establish use as townhouses and construct (4) two family dwellings per plans. Review and processing for 4 A/P?s under 6484451)"
179,6512658-CN,Single Family/Duplex,2016-01-07,2018-06-18,"Construct new duplex structure at NE corner, per plans (Establish use as townhouses and construct (4) two family dwellings per plans. Review and processing for 4 A/P?s under 6484451)"
180,6511625-CN,Multifamily,2016-01-04,2017-08-24,"Construct new duplex to the South, per plan. (Establish use as single family residence and townhomes and construct 1 single family residence and 1 duplex, per plan. Review & process for 2 APs under #6503136)."
181,6503136-CN,Single Family/Duplex,2016-01-04,2017-08-24,"Project Description: Construct new single family residence to the North, per plan. (Establish use as single family residence and townhomes and construct 1 single family residence and 1 duplex, per plan. Review & process for 2 APs under #6503136)."
182,6471417-CN,Multifamily,2015-12-24,2017-07-03,"Construct East Duplex townhome (building 1) this permit. (Establish use as townhouses and construct two (2) duplex townhouse structure with attached garages, per plan. Process and routing for 2 A/P's under 6471417)"
