,PermitNum,PermitClass,AppliedDate,CompletedDate,Description
1551,6439791-CN,Single Family/Duplex,2014-11-25,2016-02-12,Establish use and construct single family dwelling with detached garage per plan.
1552,6434017-CN,Single Family/Duplex,2014-11-25,2016-05-18,"Establish use as and Construct new single family residence with attached garage,  per plan."
1553,6442920-CN,Single Family/Duplex,2014-11-25,2015-09-01,"Establish use as and construct single family residence with attached garage, per plan."
1554,6439793-CN,Single Family/Duplex,2014-11-25,2016-03-08,Establish use and construct single family dwelling and detached accessory garage per plan.
1555,6443080-CN,Single Family/Duplex,2014-11-20,2015-10-09,"Establish use as and construct single family residence with attached garage, per plan."
1556,6433308-CN,Single Family/Duplex,2014-11-20,2017-07-20,Establish use and construct single family residence with detached accessory garage per plan.
1557,6443274-CN,Single Family/Duplex,2014-11-20,2015-10-08,"Establish use as and construct single family residence with attached garage, per plan."
1558,6433119-CN,Single Family/Duplex,2014-11-20,2016-08-30,"Establish use as and construct new single family residence with attached garage, per plan."
1559,6440068-CN,Single Family/Duplex,2014-11-19,2016-07-14,"Construct a duplex this permit. (Establish use as and construct a single family residence w/ attached garage and a townhouse duplex, per plans. Review and processing for 2 A/P's under 6440068)"
1560,6432234-CN,Single Family/Duplex,2014-11-19,2016-04-14,"Establish use as and Construct new single family residence with attached garage, per plan"
1561,6446943-CN,Single Family/Duplex,2014-11-19,2016-07-14,"Construct a single family residence this permit. (Establish use as and construct a single family residence w/ attached garage and a townhouse duplex, per plans. Review and processing for 2 A/P's under 6440068)"
1562,6442025-CN,Single Family/Duplex,2014-11-19,2015-08-13,"Establish use and construct single family dwelling with attached garage, per plan."
1563,6407450-CN,Single Family/Duplex,2014-11-19,2016-10-26,"Establish use and construct single family residence with Detached Accessory Dwelling Unit (DADU), per plan."
1564,6432229-CN,Single Family/Duplex,2014-11-19,2016-05-16,"Establish use and construct single family dwelling with attached garage, per plan"
1565,6430762-CN,Single Family/Duplex,2014-11-19,2018-03-14,"Establish use and construct new single family dwelling with detached garage and pool, per plans."
1566,6440513-CN,Single Family/Duplex,2014-11-19,2017-03-27,"Construct west single family residence with parking, per plan (Establish use as and Construct 2 new single family residences/Review and processing for 2 apps under 6440513)."
1567,6409475-CN,Single Family/Duplex,2014-11-18,2016-06-09,"Construct new DADU accessory to single family dwelling, in east back yard, per plans."
1568,6432230-CN,Single Family/Duplex,2014-11-18,2016-04-18,Establish use and construct single family residence w/attached garage per plan
1569,6432452-CN,Single Family/Duplex,2014-11-17,2016-06-22,Establish use and construct single family dwelling with attached garage per plan.
1570,6431882-CN,Single Family/Duplex,2014-11-17,2015-12-04,"Establish use as and construct new single family residence, per plan."
1571,6443017-CN,Single Family/Duplex,2014-11-17,2017-12-11,Establish use and construct single family residence with attached garage per plans.
1572,6446470-CN,Single Family/Duplex,2014-11-14,2016-07-07,"Construct new east single family residence this permit, per plan. (Establish use as and construct (2) two single family residences with surface parking / Review and processing for 2 AP?s under 6437762)"
1573,6431878-CN,Single Family/Duplex,2014-11-13,2015-11-02,"Establish use as and construct new single family residence with attached garage, per plan."
1574,6434499-CN,Single Family/Duplex,2014-11-13,2016-03-17,Establish use and construct single family residence w/ attached garage per plan.
1575,6435621-CN,Single Family/Duplex,2014-11-12,2016-04-25,"Establish use as and construct single family residence with attached garage, per plan"
1576,6410467-CN,Multifamily,2014-11-06,2016-01-05,"Construct west SFR this permit. (Establish use as and construct 2 single family residences and a 2 unit townhouse w/ surface parking, per plans. Review and process for 3 A/P's under 6410467)"
1577,6444780-CN,Multifamily,2014-11-06,2016-01-05,"Construct East 2 unit townhouse, this permit.(Establish use as and construct 2 single family residences and a 2 unit townhouse w/ surface parking, per plans. Review and process for 3 A/P's under 6410467)"
1578,6444779-CN,Multifamily,2014-11-06,2016-01-05,"Construct middle SFR this permit. (Establish use as and construct 2 single family residences and a 2 unit townhouse w/ surface parking, per plans. Review and process for 3 A/P's under 6410467)"
1579,6367585-CN,Single Family/Duplex,2014-11-06,2016-06-29,Establish use and construct new single family residence w/surface parking per plan.
1580,6415258-CN,Single Family/Duplex,2014-11-06,2015-12-02,"Establish use as and construct new single family residence with attached garage, per plan."
1581,6426184-CN,Single Family/Duplex,2014-11-05,2017-03-23,"Establish use as and construct a single family residence w/ attached garage, per plans"
1582,6444562-CN,Single Family/Duplex,2014-11-05,2016-03-14,"Construct new south single family residence - B, per plan (Establish use as and construct 3 single family residences with surface parking/review and processing for 3 APs under #6435383)."
1583,6435383-CN,Single Family/Duplex,2014-11-05,2016-03-14,"Construct new north single family residence - A, per plan (Establish use as and construct 3 single family residences with surface parking/review and processing for 3 APs under #6435383)."
1584,6444336-CN,Multifamily,2014-11-04,2016-02-11,Construct (South) townhouse with attached garage per plan. Associate(Establish use as duplex with attached garage and single family residence with attached garage and processing of 2 AP's under 6429896).
1585,6429896-CN,Single Family/Duplex,2014-11-04,2016-02-01,Construct (North) single family residence with attached garage per plan. Primary. (Establish use as duplex with attached garage and single family residence with attached garage and processing of 2 AP's under 6429896).
1586,6435373-CN,Single Family/Duplex,2014-11-04,2016-02-03,Establish Use and construct single family dwelling with attached garage per plan.
1587,6432688-CN,Single Family/Duplex,2014-11-03,2016-02-23,"Establish use as and construct single family residence, per plan."
1588,6427253-CN,Single Family/Duplex,2014-10-31,2016-04-06,"Construct northwest single family residence, per plans. (Establish use for 4 single family residenced and construct 4 one-family dwellings. Reviews and processing for 4 A/Ps under 6427253)"
1589,6442747-CN,Single Family/Duplex,2014-10-31,2016-03-11,"Construct Southeast single family residence, per plans.(Establish use for 4 single family residences and construct 4 one-family dwellings. Reviews and processing for 4 A/Ps under 6427253)"
1590,6442745-CN,Single Family/Duplex,2014-10-31,2016-03-11,"Construct Northeast single family residence, per plans. (Establish use for 4 single family residences and construct 4 one-family dwellings.  Reviews and processing for 4 A/Ps under 6427253)"
1591,6442746-CN,Single Family/Duplex,2014-10-31,2016-03-11,"Construct Southwest single family residence, per plans. (Establish use for 4 single family residences and construct 4 one-family dwellings.  Reviews and processing for 4 A/Ps under 6427253)"
1592,6440306-CN,Single Family/Duplex,2014-10-30,2016-04-11,Construct East SFR (A) with surface parking this permit. (Establish use and construct (2) single family dwellings with attached garage and surface parking per plan.  Review and processing for (2) A/P's under 6440306).
1593,6434139-CN,Single Family/Duplex,2014-10-30,2016-07-19,"Establish use as and construct a single family residence w/ attached garage, per plans"
1594,6443424-CN,Single Family/Duplex,2014-10-30,2016-04-11,Construct West SFR (B) with surface parking this permit. (Establish use and construct (2) single family dwellings with attached garage and surface parking per plan. Review and processing for (2) A/P's under 6440306)
1595,6432235-CN,Single Family/Duplex,2014-10-30,2016-04-14,"CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use as and construct single family residence with atached garage, per plan."
1596,6406042-CN,Single Family/Duplex,2014-10-29,2017-07-05,"Establish use for and construct one single family dwelling with a detached accessory garage, per plans."
1597,6427053-CN,Single Family/Duplex,2014-10-29,2016-09-06,"Establish use for and construct single family dwelling with attached garage on vacant lot, per plans."
1598,6413190-CN,Single Family/Duplex,2014-10-29,2015-11-20,"Establish use as and construct new single family residence with attached garage, per plan"
